Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
9,"B Naughton","Inflation, Welfare, and the political business cycle",2011,"China Leadership Monitor","media.hoover.org","https://media.hoover.org/sites/default/files/documents/CLM35BN.pdf","https://scholar.google.com/scholar?cites=8871743022481659747&as_sdt=2005&sciodt=2007&hl=en",757,"2022-09-26 02:04:51","PDF","","","",,,,,9,0.82,9,1,11,"… Since December 2010 the NDRC has required a daily report on prices of primary food … Perhaps inspired by this contradiction, an anonymous netizen posted receipts online signed by …","https://media.hoover.org/sites/default/files/documents/CLM35BN.pdf","https://scholar.google.com/scholar?q=related:Y9eRQUbDHnsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
4,"B Beckers, KA Kholodilin, D Ulbricht","Reading between the lines: Using media to improve German inflation forecasts",2017,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2970466","https://scholar.google.com/scholar?cites=17167377606276852621&as_sdt=2005&sciodt=2007&hl=en",469,"2022-09-26 02:04:51","","","","",,,,,4,0.80,1,3,5,"… ) of “Inflation” and its synonyms5 using the online news archive … daily newscast with 8.96 million viewers on average in 2014. ZDF heute and RTL aktuell are the competitors airing daily …","https://www.econstor.eu/bitstream/10419/161657/1/886729300.pdf","https://scholar.google.com/scholar?q=related:jasg6_nGPu4J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
7,"D Corcos","Toward a universal treatment for cancer: cell inflation assisted chemotherapy",2013,"Cancer medicine","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cam4.91","https://scholar.google.com/scholar?cites=6570757323639864364&as_sdt=2005&sciodt=2007&hl=en",232,"2022-09-26 02:04:51","","10.1002/cam4.91","","",,,,,7,0.78,7,1,9,"Cancers show considerable genetic and functional heterogeneity, preventing the development of a universal anticancer drug. Here, I argue that it is nevertheless possible to elaborate a …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/cam4.91","https://scholar.google.com/scholar?q=related:LLzZ9PgEMFsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"L Libonatti","MIDAS modeling for core inflation forecasting",2018,"","econstor.eu","https://www.econstor.eu/handle/10419/208113","https://scholar.google.com/scholar?cites=14210885605221070293&as_sdt=2005&sciodt=2007&hl=en",23,"2022-09-26 02:04:51","","","","",,,,,3,0.75,3,1,4,"… the predictive potential of a daily price index based on online prices. Prices are compiled … This online price index is tested as a predictor of the monthly core inflation rate in Argentina, …","https://www.econstor.eu/bitstream/10419/208113/1/IDB-WP-0897.pdf","https://scholar.google.com/scholar?q=related:1fXpWio1N8UJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
6,"P Gooding","Consumer price inflation: The 2014 basket of goods and services",2014,"… Statistics. United Kingdom,[online][cit. 2014-06-23] …","backup.ons.gov.uk","https://backup.ons.gov.uk/wp-content/uploads/sites/3/2016/03/cpi2016basketofgoods.pdf","https://scholar.google.com/scholar?cites=13414515589577565273&as_sdt=2005&sciodt=2007&hl=en",442,"2022-09-26 02:04:51","PDF","","","",,,,,6,0.75,6,1,8,"… measures of consumer price inflation are reviewed each year… items in the consumer price inflation baskets are chosen. The … The four measures of consumer price inflation covered in the …","https://backup.ons.gov.uk/wp-content/uploads/sites/3/2016/03/cpi2016basketofgoods.pdf","https://scholar.google.com/scholar?q=related:WeS1BtvuKboJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"AMA Musa, FMK Yousif","Modeling the determinants of inflation in Sudan using generalized method of moments for the period 2000-2017",2018,"International Journal of Information …","academia.edu","https://www.academia.edu/download/84615527/2624.pdf","https://scholar.google.com/scholar?cites=15352665617494078637&as_sdt=2005&sciodt=2007&hl=en",578,"2022-09-26 02:04:51","PDF","","","",,,,,3,0.75,2,2,4,"… inflation in Sudan via GMM method for the period 2000-2017to help in formulating an effective decreasing inflation … are the most important determinants of inflation in Sudan. The paper …","https://www.academia.edu/download/84615527/2624.pdf","https://scholar.google.com/scholar?q=related:rXQWhgmgD9UJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
12,"J Stephen Ferris, JA Galbraith","On Hayek's denationalization of money, free banking and inflation targeting",2006,"… European Journal of the History of …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/09672560600708359","https://scholar.google.com/scholar?cites=17769674122253134681&as_sdt=2005&sciodt=2007&hl=en",905,"2022-09-26 02:04:51","","10.1080/09672560600708359","","",,,,,12,0.75,6,2,16,"… Recent central bank experience with inflation targeting is used to restate Hayek's reform proposal as a performance contract. This requires banks to first state an explicit inflation target …","","https://scholar.google.com/scholar?q=related:WWtZZ3eQmvYJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"A Shikuma, J Shiraishi, N Koshi, ...","Bifurcation Intervention in Single Coronary Artery Kissing Balloon Inflation Using Guide Extension Catheter and 0.014/0.010-Inch System",2018,"International Heart …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/ihj/advpub/0/advpub_17-675/_article/-char/ja/","https://scholar.google.com/scholar?cites=7595279622729465031&as_sdt=2005&sciodt=2007&hl=en",955,"2022-09-26 02:04:51","","","","",,,,,3,0.75,1,4,4,"… It is frequently used during complex percutaneous coronary intervention (PCI) in daily … performed kissing balloon inflation (KBI) using 0.014- and 0.010-inch system through GECs. …","https://www.jstage.jst.go.jp/article/ihj/advpub/0/advpub_17-675/_pdf","https://scholar.google.com/scholar?q=related:x3yNSpPaZ2kJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"T Bar, V Kadiyali, A Zussman","Quest for knowledge and pursuit of grades: information, course selection, and grade inflation",2008,"Johnson School Research Paper …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1019580","https://scholar.google.com/scholar?cites=16144570529388526007&as_sdt=2005&sciodt=2007&hl=en",341,"2022-09-26 02:04:51","","","","",,,,,10,0.71,3,3,14,"… course median grades online — to examine the … daily number of visits to the grade information website to show that a considerable number of Cornell students are aware of the online …","","https://scholar.google.com/scholar?q=related:t3lx31sJDeAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"J Palardy, T Ovaska","Decomposing household, professional and market forecasts on inflation: a dynamic factor model analysis",2015,"Applied Economics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2014.1002889","https://scholar.google.com/scholar?cites=6978520582671198217&as_sdt=2005&sciodt=2007&hl=en",717,"2022-09-26 02:04:51","","10.1080/00036846.2014.1002889","","",,,,,5,0.71,3,2,7,"… inflation expectations. The results show evidence of both a common time-varying trend and a common transitory component between inflation and short-term inflation … ’s daily driving by …","https://www.researchgate.net/profile/Tomi-Ovaska/publication/286519418_Business_cycle_volatility_Does_the_European-style_safety_net_help/links/5dd953f1299bf10c5a2e19f8/Business-cycle-volatility-Does-the-European-style-safety-net-help.pdf","https://scholar.google.com/scholar?q=related:CWjeA3-v2GAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
10,"QC Chu, DN Pittman, JH Chen","Inflation or disinflation? Evidence from maturing US Treasury inflation-protected securities",2007,"Applied Economics","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00036840500438939","https://scholar.google.com/scholar?cites=10622628293452573903&as_sdt=2005&sciodt=2007&hl=en",221,"2022-09-26 02:04:51","","10.1080/00036840500438939","","",,,,,10,0.67,3,3,15,"… The daily reference CPI series, calculated by the linear interpolation approach, is published on the Bureau of Public Debt Online website. The actual target CPI is 179.8, a horizontal line …","","https://scholar.google.com/scholar?q=related:zyxB3CYoa5MJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
6,"RH Clarida","Hot tip: Nominal exchange rates and inflation indexed bond yields",2013,"","nber.org","https://www.nber.org/papers/w18726","https://scholar.google.com/scholar?cites=5195819711887698327&as_sdt=2005&sciodt=2007&hl=en",229,"2022-09-26 02:04:51","","","","",,,,,6,0.67,6,1,9,"… Further information is available online at http://www.nber.org/papers/w18726.ack … Our data set is comprised of daily observations on spot exchange rates, inflation indexed bond yields, …","https://www.nber.org/system/files/working_papers/w18726/w18726.pdf","https://scholar.google.com/scholar?q=related:l-kJ1H9CG0gJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"AA Salisu, R Swaray, IA Adediran","Can urban coffee consumption help predict US inflation?",2019,"Journal of Forecasting","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/for.2589","https://scholar.google.com/scholar?cites=17650689726477309262&as_sdt=2005&sciodt=2007&hl=en",336,"2022-09-26 02:04:51","","10.1002/for.2589","","",,,,,2,0.67,1,3,3,"… inflation. Consequently, we offer robust illustrations to show that the choice of estimator matters for improved US inflation … better forecast results for US inflation only when the statistical …","https://hull-repository.worktribe.com/OutputFile/1635459","https://scholar.google.com/scholar?q=related:ThVR88nY8_QJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"A Durmuş","High Inflation Risk And Growth Rate",2019,"International Journal of Social Science Research","dergipark.org.tr","https://dergipark.org.tr/en/pub/ijssresearch/issue/46587/519178","https://scholar.google.com/scholar?cites=2375504509851804124&as_sdt=2005&sciodt=2007&hl=en",391,"2022-09-26 02:04:51","","","","",,,,,2,0.67,2,1,3,"… relationship between high inflation and economic … daily life, the inflation is a cause and reason of financial crisis and the individuals’ money power decreases day by day with the inflation…","https://dergipark.org.tr/en/download/article-file/748643","https://scholar.google.com/scholar?q=related:3CEOCMR89yAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"Y Xu","The anchoring of inflation expectations in time and frequency domains",2019,"Economic research-Ekonomska istraživanja","hrcak.srce.hr","https://hrcak.srce.hr/clanak/332864","https://scholar.google.com/scholar?cites=17054306563878668598&as_sdt=2005&sciodt=2007&hl=en",846,"2022-09-26 02:04:51","","","","",,,,,2,0.67,2,1,3,"… Results based on daily financial market expectations suggest that the degree of anchoring varies substantially across countries and expectations’ horizons. Their results show that …","https://hrcak.srce.hr/file/332864","https://scholar.google.com/scholar?q=related:NsmZVnYRrewJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
37,"EN Parker","Nonsymmetric inflation of a magnetic dipole",1966,"Journal of Geophysical Research","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JZ071i019p04485","https://scholar.google.com/scholar?cites=8890611773906356407&as_sdt=2005&sciodt=2007&hl=en",344,"2022-09-26 02:04:51","","10.1029/JZ071i019p04485","","",,,,,37,0.66,37,1,56,"… inflation where AB depends only upon the total energy of the inflating gas. Dissipation of the nonsymmetric portion of the inflating gas is rapid because nonsymmetric inflation … inflation …","https://ntrs.nasa.gov/api/citations/19660016239/downloads/19660016239.pdf","https://scholar.google.com/scholar?q=related:twiYy03MYXsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"F Liu, Z Ruan, S Wang, Q Lin","Right native lung pneumonectomy due to over inflation three years after left single lung transplantation for pulmonary lymphangioleiomyomatosis",2014,"Annals of Thoracic and …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/atcs/20/1/20_cr.13-00133/_article/-char/ja/","https://scholar.google.com/scholar?cites=16358637545734657827&as_sdt=2005&sciodt=2007&hl=en",772,"2022-09-26 02:04:51","","","","",,,,,5,0.63,1,4,8,"… Online October 3, 2013 doi: 10.5761/atcs.cr.13-00133 … The patient remained in stable, was able to manage her activities of daily living, and received regularly scheduled pulmonary …","https://www.jstage.jst.go.jp/article/atcs/20/1/20_cr.13-00133/_pdf","https://scholar.google.com/scholar?q=related:I9fhEi2OBeMJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
6,"A Cavallo","The Billion Prices Project: Building Economic Indicators From Online Data",2012,"Meeting of the Group of Experts on …","drupal-main-staging.unece.org","https://drupal-main-staging.unece.org/fileadmin/DAM/stats/documents/ece/ces/ge.22/2012/BPP_Geneva_MAY_2012.pdf","https://scholar.google.com/scholar?cites=5792129700798176361&as_sdt=2005&sciodt=2007&hl=en",87,"2022-09-26 02:04:51","","","","",,,,,6,0.60,6,1,10,"… ▪ Often online prices have a markup over offline data, but it tends to be constant over time→ … similar inflation rates ▪ In countries where online markets are not well developed, online and …","","https://scholar.google.com/scholar?q=related:aZwQXUbHYVAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
13,"CM Alper, WJ Doyle","Repeated inflation does not prevent otitis media with effusion in a monkey model",1999,"The Laryngoscope","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1097/00005537-199907000-00012","https://scholar.google.com/scholar?cites=12294384067851698848&as_sdt=2005&sciodt=2007&hl=en",20,"2022-09-26 02:04:51","","10.1097/00005537-199907000-00012","","",,,,,13,0.57,7,2,23,"… trial of daily middle ear inflation with five monkeys assigned to the inflation group and four to … Tympanometry was done before the procedure and then daily for 21 days. Presence and …","","https://scholar.google.com/scholar?q=related:oMKF2CttnqoJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
1,"K KARAGÖZ, S ERGÜN","Forecasting Monthly Inflation: A MIDAS Regression Application for Turkey",2020,"Turkish Journal of Forecasting","dergipark.org.tr","https://dergipark.org.tr/en/pub/forecasting/issue/57892/653098","https://scholar.google.com/scholar?cites=10598914371646535512&as_sdt=2005&sciodt=2007&hl=en",81,"2022-09-26 02:04:51","","","","",,,,,1,0.50,1,2,2,"… inflation it is observed that various indicators related to daily or weekly oil prices are used in the monthly inflation … ) explored inflation forecasting in the case of Argentina using an online …","https://dergipark.org.tr/en/download/article-file/867190","https://scholar.google.com/scholar?q=related:WDfGLnfoFpMJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
20,"YM Epstein, EY Babad","Economic stress: Notes on the psychology of inflation",1982,"Journal of Applied Social Psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1559-1816.1982.tb00851.x","https://scholar.google.com/scholar?cites=16235534582048979813&as_sdt=2005&sciodt=2007&hl=en",105,"2022-09-26 02:04:51","","10.1111/j.1559-1816.1982.tb00851.x","","",,,,,20,0.50,10,2,40,"… of inflation? and (b) When you think about the things in your daily life that concern you, how major a concern is inflation… the degree of stress experienced in their daily lives. This item was …","","https://scholar.google.com/scholar?q=related:ZXuZza40UOEJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
11,"C Alzola, J Lynn, D Wagner, ...","Length of Stay and Therapeutic Intervention Allow Estimation of In‐Hospital Resource Use Independent of Site and Inflation",2000,"Journal of the American …","Wiley Online Library","https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-5415.2000.tb03127.x","https://scholar.google.com/scholar?cites=7442352836118248440&as_sdt=2005&sciodt=2007&hl=en",180,"2022-09-26 02:04:51","","10.1111/j.1532-5415.2000.tb03127.x","","",,,,,11,0.50,3,4,22,"… CONCLUSIONS: We present a method to estimate hospital resource utilization that is independent of site and inflation and can estimate actual costs in multiyear, multisite research …","","https://scholar.google.com/scholar?q=related:-PvyIXmMSGcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
30,"GH Gottschalk","Serous otitis: treatment by controlled middle ear inflation",1962,"The Laryngoscope","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1288/00005537-196210000-00008","https://scholar.google.com/scholar?cites=16162452639858118795&as_sdt=2005&sciodt=2007&hl=en",306,"2022-09-26 02:04:51","CITATION","10.1288/00005537-196210000-00008","","",,,,,30,0.50,30,1,60,"… The purpose of this paper is to present the technique for controlled middle ear inflation, a … Two tablets four times daily should be prescribed. The patients should be instructed to sniff …","","https://scholar.google.com/scholar?q=related:i1DRKQuRTOAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"S Villiere, K Nakase, R Kollmar, ...","A resuscitation option for upper airway occlusion based on bolus Transtracheal lung inflation",2018,"Laryngoscope …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/lio2.173","https://scholar.google.com/scholar?cites=120847047052101497&as_sdt=2005&sciodt=2007&hl=en",307,"2022-09-26 02:04:51","","10.1002/lio2.173","","",,,,,2,0.50,1,4,4,"… , bolus transtracheal lung inflation with a volume … inflation was sufficient for resuscitation, improving cardiac function and re‐establishing adequate oxygen status to support life. Inflation …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/lio2.173","https://scholar.google.com/scholar?q=related:eQeyv79VrQEJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
18,"R Harris","Boom and bust: The effects of house price inflation on homeownership patterns in Montreal, Toronto, and Vancouver",1986,"Canadian Geographer/Le Géographe canadien","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1541-0064.1986.tb01223.x","https://scholar.google.com/scholar?cites=6763007853937375847&as_sdt=2005&sciodt=2007&hl=en",328,"2022-09-26 02:04:51","","10.1111/j.1541-0064.1986.tb01223.x","","",,,,,18,0.50,18,1,36,"… Housing is such a major aspect of daily life that wide differences in affordability and home… House price inflation threatened the quality and size of local labour pool. For employees, …","https://www.researchgate.net/profile/Richard-Harris-34/publication/229937274_Boom_and_bust_the_effects_of_house_price_inflation_on_homeownership_patterns_in_Montreal_Toronto_and_Vancouver/links/5bf5c597a6fdcc3a8de8b379/Boom-and-bust-the-effects-of-house-price-inflation-on-homeownership-patterns-in-Montreal-Toronto-and-Vancouver.pdf","https://scholar.google.com/scholar?q=related:Zzodq88H210J:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
1,"MK Mujeri, M Hossain, TT Chowdhury","Labor Market Dynamics, Inflation and Wage Adjustments in Bangladesh",2020,"Bangladesh's Macroeconomic …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-1244-5_3","https://scholar.google.com/scholar?cites=11622818627111020083&as_sdt=2005&sciodt=2007&hl=en",477,"2022-09-26 02:04:51","","10.1007/978-981-15-1244-5_3","","",,,,,1,0.50,0,3,2,"… This chapter provides an analysis of the short-run links between nominal wages and inflation across different daily labor and fixed income group households using vector …","","https://scholar.google.com/scholar?q=related:M-a-BfaLTKEJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"AB Spade","The impact of inflation, credit risk and corruption on local bitcoin prices: A panel data analysis",2018,"","duo.uio.no","https://www.duo.uio.no/handle/10852/63156","https://scholar.google.com/scholar?cites=1171378916985775768&as_sdt=2005&sciodt=2007&hl=en",503,"2022-09-26 02:04:51","","","","",,,,,2,0.50,2,1,4,"… This thesis will include many references from online sources, as a lot of important information … daily observations for all 15 currency pairs where most of them have more than 1000 daily …","https://www.duo.uio.no/bitstream/handle/10852/63156/1/Spade--AleksanderBj-rn-.pdf","https://scholar.google.com/scholar?q=related:mKZRNOuSQRAJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
1,"BE McGarry, DC Grabowski","Consumer numeracy and insurance design decisions: an examination of inflation protection take-up among private long-term care insurance policy holders",2020,"Medical Care Research and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1077558718787742","https://scholar.google.com/scholar?cites=12871953387085480122&as_sdt=2005&sciodt=2007&hl=en",537,"2022-09-26 02:04:51","","10.1177/1077558718787742","","",,,,,1,0.50,1,2,2,"… ), and whether daily benefit amounts will be adjusted for inflation over … who are unsure of their inflation protection status and the … [all appendices are available online in the supplemental …","","https://scholar.google.com/scholar?q=related:usCdMmhdorIJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
1,"M Mobius","The Inflation Myth and the Wonderful World of Deflation",2020,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=YV4FEAAAQBAJ&oi=fnd&pg=PR23&dq=daily+inflation+online&ots=zfq2YmS4Af&sig=4_2FJW-Yc6rbBY3uJnft-OHrwGo","https://scholar.google.com/scholar?cites=2821665456766582223&as_sdt=2005&sciodt=2007&hl=en",544,"2022-09-26 02:04:51","BOOK","","","",,,,,1,0.50,1,1,2,"… online shopping firms who have pushed retail costs down and decimated many parts of the traditional “offline” retail scene. Studies showed that online … On almost a daily basis, you can …","","https://scholar.google.com/scholar?q=related:z_2PeciRKCcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"V Buchheim, M Kedert","Digitisations effect on the inflation rate: An empirical analysis of possible digitisation channels",2016,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:948969","https://scholar.google.com/scholar?cites=16891257895496405478&as_sdt=2005&sciodt=2007&hl=en",818,"2022-09-26 02:04:51","","","","",,,,,3,0.50,2,2,6,"… technological development and its spread into daily life activities. Digital technology has left … would purchase goods and services online we expect the inflation to decrease somewhere …","https://www.diva-portal.org/smash/get/diva2:948969/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:5lGT7o_NaeoJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
2,"NP Singh, A Singh","Causality nexus between inflation and commodity futures trading in India",2018,"International Journal of Indian Culture and …","researchgate.net","https://www.researchgate.net/profile/Narinder-Singh-27/publication/325304986_Causality_nexus_between_inflation_and_commodity_futures_trading_in_India/links/5f3cd30592851cd302038d13/Causality-nexus-between-inflation-and-commodity-futures-trading-in-India.pdf","https://scholar.google.com/scholar?cites=9429676249237138475&as_sdt=2005&sciodt=2007&hl=en",842,"2022-09-26 02:04:51","PDF","","","",,,,,2,0.50,1,2,4,"… concerned about high inflation rate in the economy. Inflation may be demand-pull inflation (due … The use of daily data would be suitable with a different futures trading variable like open …","https://www.researchgate.net/profile/Narinder-Singh-27/publication/325304986_Causality_nexus_between_inflation_and_commodity_futures_trading_in_India/links/5f3cd30592851cd302038d13/Causality-nexus-between-inflation-and-commodity-futures-trading-in-India.pdf","https://scholar.google.com/scholar?q=related:K6y3jpbw3IIJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
4,"P Das, A Das","Investigating the existence of chaos in inflation data in relation to chaotic foreign exchange rate",2014,"Economics Research International","downloads.hindawi.com","https://downloads.hindawi.com/archive/2014/783505.pdf","https://scholar.google.com/scholar?cites=9473214140448328837&as_sdt=2005&sciodt=2007&hl=en",910,"2022-09-26 02:04:51","PDF","","","",,,,,4,0.50,2,2,8,"… As inflation influences ForEx, in this work we would like to address the specific question, Is inflation data … Calculating LLE, we find existence of chaos in inflation data for some countries. …","https://downloads.hindawi.com/archive/2014/783505.pdf","https://scholar.google.com/scholar?q=related:hUyhyhGed4MJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
7,"KG Nishimura","Increased Diversity and Deepened Uncertainty: Policy Challenges in a Zero‐Inflation Economy*",2007,"International Finance","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2362.2007.00207.x","https://scholar.google.com/scholar?cites=162861169000813398&as_sdt=2005&sciodt=2007&hl=en",321,"2022-09-26 02:04:51","","10.1111/j.1468-2362.2007.00207.x","","",,,,,7,0.47,7,1,15,"… In the Phillips curve equation, the inflation rate 6 6 The inflation rate is the year-on-year rate … consumer price inflation and on which the Japanese version of Treasury inflation protected …","","https://scholar.google.com/scholar?q=related:VpP_zV6ZQgIJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
11,"A Watson","Inflation confronts an open universe",1998,"Science","science.org","https://www.science.org/doi/full/10.1126/science.279.5356.1455","https://scholar.google.com/scholar?cites=11698569569030396394&as_sdt=2005&sciodt=2007&hl=en",433,"2022-09-26 02:04:51","","10.1126/science.279.5356.1455","","",,,,,11,0.46,11,1,24,"It is not often that debates over the finer points of cosmology are played out in the pages of daily newspapers, but last week several British papers gave their readers a glimpse of a …","","https://scholar.google.com/scholar?q=related:6llAlgqrWaIJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"D Brash","Monetary and fiscal policy: how an agreed inflation target affects fiscal policy",2011,"Economic Papers: A journal of applied economics …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-3441.2011.00097.x","https://scholar.google.com/scholar?cites=16671769749867382152&as_sdt=2005&sciodt=2007&hl=en",216,"2022-09-26 02:04:51","","10.1111/j.1759-3441.2011.00097.x","","",,,,,5,0.45,5,1,11,"… authority makes to keeping inflation under control. Any kind of explicit inflation target will have a … and fiscal policy inevitably have some effect on resource use and therefore on inflation. …","","https://scholar.google.com/scholar?q=related:iMXytUEGXucJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
5,"PH Hogan","The Role of Inflation-Indexed Annuities",2011,"American Association of Individual Investors","paulahogan.com","https://paulahogan.com/wp-content/uploads/2020/01/AAII-Article_The-Role-of-Inflation-Indexed-Annuities.pdf","https://scholar.google.com/scholar?cites=3163800061366994358&as_sdt=2005&sciodt=2007&hl=en",369,"2022-09-26 02:04:51","PDF","","","",,,,,5,0.45,5,1,11,"… price comparisons by searching out similar contracts online; just be sure to benchmark … the actual inflation in your daily expenses. To reduce this risk, buy a blend of inflation protection: …","https://paulahogan.com/wp-content/uploads/2020/01/AAII-Article_The-Role-of-Inflation-Indexed-Annuities.pdf","https://scholar.google.com/scholar?q=related:toUjrmQT6CsJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
8,"L Kajanoja","Extracting growth and inflation expectations from financial market data",2004,"Bank of Finland Discussion Paper","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=501863","https://scholar.google.com/scholar?cites=18181587806513794098&as_sdt=2005&sciodt=2007&hl=en",722,"2022-09-26 02:04:51","","","","",,,,,8,0.44,8,1,18,"… We extract growth and inflation expectations for the euro area and for the United States. … In this section, we use daily frequency in time notations. In the empirical analysis we will use …","https://helda.helsinki.fi/bof/bitstream/handle/123456789/7509/111242.pdf?sequence=1","https://scholar.google.com/scholar?q=related:MgzUo8f5UfwJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"HAR Guleid, OI Tirimba","Analysis of Somaliland mobile money service on effective inflation control: case of Hargeisa Foreign exchange market in Somaliland",2015,"… Management and Economic Research.[Online …","ijbmer.com","http://www.ijbmer.com/docs/volumes/vol6issue6/ijbmer2015060605.pdf","https://scholar.google.com/scholar?cites=9745063875251717356&as_sdt=2005&sciodt=2007&hl=en",155,"2022-09-26 02:04:51","PDF","","","",,,,,3,0.43,2,2,7,"… between mobile money and effective inflation control. The objectives of this … and inflation control in Somaliland, to find out whether demand and supply of mobile money helps inflation …","http://www.ijbmer.com/docs/volumes/vol6issue6/ijbmer2015060605.pdf","https://scholar.google.com/scholar?q=related:7MTehfZrPYcJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
3,"M Casiraghi, M Miccoli","Risk-adjusted expectations of inflation",2015,"Bank of Italy Occasional Paper","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2728306","https://scholar.google.com/scholar?cites=6414961544434195713&as_sdt=2005&sciodt=2007&hl=en",605,"2022-09-26 02:04:51","","","","",,,,,3,0.43,2,2,7,"… As specified earlier, we take the monthly average of daily variables (inflation swap prices and … that would otherwise be amplified if considering daily data (eg the last day of each month).…","http://www.bancaditalia.it/pubblicazioni/qef/2015-0286/QEF_286.pdf","https://scholar.google.com/scholar?q=related:AZ3KZ4mFBlkJ:scholar.google.com/&scioq=daily+inflation+online&hl=en&as_sdt=2007"
